id,comic_name,writer_name,publisher,publication_magazine,publish_number,publish_status,duration,img_url,rating
401,幸福論,平田京子,講談社,,全1巻,完結済,"2002 〜 2002",https://images-na.ssl-images-amazon.com/images/I/2108GBTTH1L.jpg,3.45
402,アルテ,大久保圭,徳間書店,コミックゼノン,11巻,連載中,"2014 〜 ",https://images-na.ssl-images-amazon.com/images/I/516gjdXhXcL.jpg,3.45
403,ヤスコとケンジ,アルコ,集英社,別冊マーガレット,全5巻,完結済,"2005 〜 2008",https://images-na.ssl-images-amazon.com/images/I/315JEY0F25L.jpg,3.45
404,宇宙戦艦ヤマト,松本零士,秋田書店,冒険王,全3巻,完結済,"1975 〜 1980",https://images-na.ssl-images-amazon.com/images/I/51R40uoa0WL.jpg,3.45
405,京四郎,樋田和彦,秋田書店,,全25巻,完結済,"1995 〜 2000",https://images-na.ssl-images-amazon.com/images/I/31F31PwJN6L.jpg,3.45
406,ライチ☆光クラブ,"古屋兎丸 東京グランギニョル",太田出版,マンガ・エロティクス・エフ,全1巻,完結済,"2006 〜 2006",https://images-na.ssl-images-amazon.com/images/I/615NiipdQcL.jpg,3.44
407,近距離恋愛,池谷理香子,集英社,,全1巻,完結済,"2000 〜 2000",https://images-na.ssl-images-amazon.com/images/I/21B48ZXW79L.jpg,3.44
408,ニコイチ,金田一蓮十郎,スクウェア・エニックス,ヤングガンガン,全10巻,完結済,"2005 〜 2012",https://images-na.ssl-images-amazon.com/images/I/51KNN9B8KAL.jpg,3.44
409,こどものじかん,私屋カヲル,双葉社,コミックハイ!,全13巻,完結済,"2005 〜 2013",https://images-na.ssl-images-amazon.com/images/I/51SAYB7GZXL.jpg,3.44
410,信長の忍び,重野なおき,白泉社,ヤングアニマル,16巻,連載中,"2009 〜 ",https://images-na.ssl-images-amazon.com/images/I/517PeICSapL.jpg,3.44
411,よろしくメカドック,次原隆二,集英社,週刊少年ジャンプ,全12巻,完結済,"1983 〜 1985",,3.44
412,酒のほそ道,ラズウェル細木,日本文芸社,週刊漫画ゴラク,45巻,連載中,"1996 〜 ",https://images-na.ssl-images-amazon.com/images/I/51BaFEXVmFL.jpg,3.44
413,きせかえユカちゃん,東村アキコ,集英社,Cookie,全11巻,完結済,"2001 〜 2007",https://images-na.ssl-images-amazon.com/images/I/51AG7qWBbDL.jpg,3.44
414,午前3時の危険地帯,ねむようこ,祥伝社,,全4巻,完結済,"2010 〜 2011",https://images-na.ssl-images-amazon.com/images/I/51DI35H1ohL.jpg,3.44
415,ハート,村生ミオ,双葉社,,全1巻,完結済,"1991 〜 1991",https://images-na.ssl-images-amazon.com/images/I/21MQBNCCDDL.jpg,3.44
416,9番目のムサシ,高橋美由紀,秋田書店,"ミステリーボニータ ボニータspecial きらら16",全21巻,完結済,"1996 〜 2007",https://images-na.ssl-images-amazon.com/images/I/215NMTG0TYL.jpg,3.44
417,花園メリーゴーランド,柏木ハルコ,小学館,,全5巻,完結済,"2001 〜 2002",https://images-na.ssl-images-amazon.com/images/I/31XA8MD2A3L.jpg,3.44
418,鉄のラインバレル,"清水栄一 下口智裕",秋田書店,チャンピオンRED,全25巻,完結済,"2005 〜 2015",https://images-na.ssl-images-amazon.com/images/I/411YT1BZAGL.jpg,3.43
419,外れたみんなの頭のネジ,洋介犬,泰文堂,コミックアース・スター,8巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/51gp8K6d7NL.jpg,3.43
420,空挺ドラゴンズ,桑原太矩,講談社,good!アフタヌーン,6巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/612j22V9r8L.jpg,3.43
421,Clover,CLAMP,講談社,Amie,全4巻,完結済,"1997 〜 1999",https://images-na.ssl-images-amazon.com/images/I/21ZSQRY6D4L.jpg,3.43
422,花とみつばち,安野モヨコ,講談社,週刊ヤングマガジン,全7巻,完結済,"2000 〜 2003",https://images-na.ssl-images-amazon.com/images/I/3121MZ37ZFL.jpg,3.43
423,僕とシッポと神楽坂,たらさわみち,集英社クリエイティブ,オフィスユー,全12巻,完結済,"2012 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51wQnEYZX4L.jpg,3.43
424,ジャングルはいつもハレのちグゥ,金田一蓮十郎,エニックス,月刊少年ガンガン,全10巻,完結済,"1998 〜 2003",https://images-na.ssl-images-amazon.com/images/I/61hNsCGamcL.jpg,3.43
425,orange,能田達規,秋田書店,,全13巻,完結済,"2002 〜 2004",,3.43
426,ミスター味っ子,寺沢大介,講談社,週刊少年マガジン,全19巻,完結済,"1987 〜 1990",https://images-na.ssl-images-amazon.com/images/I/618RRofcs3L.jpg,3.43
427,グランクレスト戦記,"四葉真 水野良 深遊",白泉社,ヤングアニマル,7巻,連載中,"2017 〜 ",https://images-na.ssl-images-amazon.com/images/I/51fg0qrQxrL.jpg,3.42
428,ワイルド7,望月三起也,少年画報社,週刊少年キング,全2巻,完結済,"1983 〜 1983",https://images-na.ssl-images-amazon.com/images/I/511ZpIKeeIL.jpg,3.42
429,青春攻略本,あきづき空太,白泉社,,全2巻,完結済,"2009 〜 2010",https://images-na.ssl-images-amazon.com/images/I/51JP0YV95QL.jpg,3.42
430,双葉さん家の姉弟,佃煮のりお,白泉社,ヤングアニマル,4巻,連載中,"2017 〜 ",https://images-na.ssl-images-amazon.com/images/I/5126F4Tz6hL.jpg,3.42
431,送球ボーイズ,"サカズキ九 フウワイ",小学館,"マンガワン / 裏サンデー",14巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/514aB3YVD3L.jpg,3.42
432,天使1/2方程式,日高万里,白泉社,花とゆめ,8巻,連載中,"2011 〜 ",https://images-na.ssl-images-amazon.com/images/I/51LJuNVbkWL.jpg,3.42
433,志乃ちゃんは自分の名前が言えない,押見修造,太田出版,ぽこぽこ,全1巻,完結済,"2012 〜 2012",https://images-na.ssl-images-amazon.com/images/I/513aXyaGcQL.jpg,3.42
434,永遠の0,"須本壮一 百田尚樹",双葉社,漫画アクション,全5巻,完結済,"2010 〜 2012",https://images-na.ssl-images-amazon.com/images/I/51No4J21PML.jpg,3.42
435,釣りバカ日誌,"やまさき十三 北見けんいち",小学館,ビッグコミックオリジナル,103巻,連載中,"1980 〜 ",https://images-na.ssl-images-amazon.com/images/I/31H8GMXNB9L.jpg,3.42
436,コンシェルジュ,楠木あると,講談社,,全2巻,完結済,"2003 〜 2003",https://images-na.ssl-images-amazon.com/images/I/21YVM583SZL.jpg,3.42
437,復讐教室,"要龍 山崎烏",双葉社,エブリスタ,全7巻,完結済,"2013 〜 2016",https://images-na.ssl-images-amazon.com/images/I/51CpcF9xZFL.jpg,3.41
438,オレンジチョコレート,山田南平,白泉社,別冊花とゆめ,全13巻,完結済,"2009 〜 2014",https://images-na.ssl-images-amazon.com/images/I/51upCjn355L.jpg,3.41
439,俺の彼女と幼なじみが修羅場すぎる,"七介 るろお 裕時悠示",スクウェア・エニックス,ヤングガンガン,全7巻,完結済,"2011 〜 2014",https://images-na.ssl-images-amazon.com/images/I/51k8-jhLbeL.jpg,3.41
440,うどんの国の金色毛鞠,篠丸のどか,新潮社,月刊コミック@バンチ,全12巻,完結済,"2012 〜 2019",https://images-na.ssl-images-amazon.com/images/I/51S2PUbpnsL.jpg,3.41
441,ダンベル何キロ持てる?,"MAAM サンドロビッチ ヤバ子",小学館,"マンガワン / 裏サンデー",8巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/51ejYh9KjtL.jpg,3.41
442,B.O.D.Y.,美森青,集英社,別冊マーガレット,全15巻,完結済,"2004 〜 2009",https://images-na.ssl-images-amazon.com/images/I/213M3QQG4NL.jpg,3.41
443,ユリゴコロ,"亜月亮 沼田まほかる",双葉社,,全2巻,完結済,"2017 〜 2017",https://images-na.ssl-images-amazon.com/images/I/41ptXswWcpL.jpg,3.4
444,亜獣譚,江野スミ,小学館,"マンガワン / 裏サンデー",7巻,連載中,"2017 〜 ",https://images-na.ssl-images-amazon.com/images/I/51zzKYW7NUL.jpg,3.4
445,ブラック・エンジェルズ,平松伸二,集英社,週刊少年ジャンプ,全20巻,完結済,"1982 〜 1986",,3.4
446,みかん・絵日記,安孫子三和,白泉社,,全14巻,完結済,"1988 〜 1995",https://images-na.ssl-images-amazon.com/images/I/31pRwjh2BqL.jpg,3.4
447,ムダヅモ無き改革,大和田秀樹,竹書房,近代麻雀,全16巻,完結済,"2008 〜 2015",https://images-na.ssl-images-amazon.com/images/I/51xprK2rfKL.jpg,3.4
448,ホルス,"よの 志郎",双葉社,,全1巻,完結済,"2012 〜 2012",https://images-na.ssl-images-amazon.com/images/I/51uxGp9nZqL.jpg,3.4
449,Vassalord.,黒乃奈々絵,マッグガーデン,月刊コミックブレイドアヴァルス,全7巻,完結済,"2006 〜 2013",https://images-na.ssl-images-amazon.com/images/I/51KM9STB3ML.jpg,3.4
450,椎名くんの鳥獣百科,十月士也,マッグガーデン,"月刊コミックブレイドアヴァルス 月刊コミックガーデン",全10巻,完結済,"2011 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51hufBq6qkL.jpg,3.4
451,新暗行御史,"尹仁完 梁慶一",小学館,,17巻,連載中,"2001 〜 ",https://images-na.ssl-images-amazon.com/images/I/61cmfnrY%2BNL.jpg,3.4
452,そこをなんとか,麻生みこと,白泉社,MELODY,全15巻,完結済,"2008 〜 2018",https://images-na.ssl-images-amazon.com/images/I/51N5Y8w7YPL.jpg,3.4
453,"School Days","オーバーフロー 酒月ほまれ",角川書店,,2巻,連載中,"2007 〜 ",https://images-na.ssl-images-amazon.com/images/I/51OXblG6BEL.jpg,3.4
454,目隠しの国,筑波さくら,白泉社,LaLa,全9巻,完結済,"2000 〜 2004",https://images-na.ssl-images-amazon.com/images/I/51Y6PFFB0XL.jpg,3.4
455,幸せの時間,国友やすゆき,双葉社,,全1巻,完結済,"2004 〜 2004",,3.4
456,キラキラ100%,水沢めぐみ,集英社,Cookie,全9巻,完結済,"2003 〜 2011",https://images-na.ssl-images-amazon.com/images/I/21B6R8BC9RL.jpg,3.4
457,声優かっ!,南マキ,白泉社,花とゆめ,全12巻,完結済,"2009 〜 2013",https://images-na.ssl-images-amazon.com/images/I/514oYiXUgjL.jpg,3.4
458,Garden,村田順子,幻冬舎,,全1巻,完結済,"1996 〜 1996",https://images-na.ssl-images-amazon.com/images/I/417017QCM9L.jpg,3.4
459,恋愛暴君,三星めがね,ほるぷ出版,COMICメテオ,全14巻,完結済,"2013 〜 2019",https://images-na.ssl-images-amazon.com/images/I/51%2BxiZzIlyL.jpg,3.4
460,思春期ビターチェンジ,将良,ほるぷ出版,COMICポラリス,全9巻,完結済,"2013 〜 2019",https://images-na.ssl-images-amazon.com/images/I/51SRutjb0eL.jpg,3.4
461,のぞき屋,山本英夫,小学館,週刊ヤングサンデー,全1巻,完結済,"1993 〜 1993",https://images-na.ssl-images-amazon.com/images/I/218CA6WH03L.jpg,3.4
462,七色いんこ,手塚治虫,秋田書店,週刊少年チャンピオン,全7巻,完結済,"1981 〜 1982",https://images-na.ssl-images-amazon.com/images/I/213YE8WS65L.jpg,3.39
463,笑うかのこ様,辻田りり子,白泉社,"LaLa LaLaDX",全3巻,完結済,"2008 〜 2009",https://images-na.ssl-images-amazon.com/images/I/61GouwrhZNL.jpg,3.39
464,ねこねこ日本史,そにしけんじ,実業之日本社,,7巻,連載中,"2014 〜 ",https://images-na.ssl-images-amazon.com/images/I/51fmiW1FIwL.jpg,3.39
465,SEASON,麻生歩,実業之日本社,,全1巻,完結済,"1988 〜 1988",,3.39
466,ウッドストック,浅田有皆,新潮社,"月刊コミック@バンチ 週刊コミックバンチ",全18巻,完結済,"2008 〜 2014",https://images-na.ssl-images-amazon.com/images/I/61hZYi62v%2BL.jpg,3.39
467,ひつじの涙,日高万里,白泉社,花とゆめ,全7巻,完結済,"2002 〜 2004",https://images-na.ssl-images-amazon.com/images/I/51aaajxy3FL.jpg,3.39
468,江の島ワイキキ食堂,岡井ハルコ,少年画報社,ねこぱんち,11巻,連載中,"2009 〜 ",https://images-na.ssl-images-amazon.com/images/I/51eJuIScFwL.jpg,3.39
469,犬神,外薗昌也,講談社,月刊アフタヌーン,全14巻,完結済,"1997 〜 2002",https://images-na.ssl-images-amazon.com/images/I/51UGks0d6CL.jpg,3.39
470,僕と彼女の×××,森永あい,マッグガーデン,月刊コミックブレイド,全8巻,完結済,"2002 〜 2011",https://images-na.ssl-images-amazon.com/images/I/511A11X0K8L.jpg,3.39
471,ほたる,村生ミオ,竹書房,,全2巻,完結済,"1991 〜 1991",,3.39
472,ながされて藍蘭島,藤代健,スクウェア・エニックス,月刊少年ガンガン,32巻,連載中,"2003 〜 ",https://images-na.ssl-images-amazon.com/images/I/51pN6zi6%2BCL.jpg,3.39
473,男樹,本宮ひろ志,小学館,"ビッグコミックスピリッツ ビッグコミック",全6巻,完結済,"1980 〜 1987",https://images-na.ssl-images-amazon.com/images/I/31K91N6Z0BL.jpg,3.39
474,偏愛カフェ,有咲めいか,新潮社,GOGOバンチ,5巻,連載中,"2017 〜 ",https://images-na.ssl-images-amazon.com/images/I/51W9jswnDzL.jpg,3.39
475,異邦人,原のり子,少年画報社,,全1巻,完結済,"1991 〜 1991",,3.39
476,マシュマロ通信,山本ルンルン,ジャイブ,,9巻,連載中,"2004 〜 ",https://images-na.ssl-images-amazon.com/images/I/51H7FS4NNJL.jpg,3.39
477,キャタピラー,"村田真哉 匣咲いすか",スクウェア・エニックス,ヤングガンガン,全11巻,完結済,"2012 〜 2018",https://images-na.ssl-images-amazon.com/images/I/5146oJ5ednL.jpg,3.39
478,あやかし恋絵巻,新條まゆ,集英社,マーガレット,全6巻,完結済,"2009 〜 2013",https://images-na.ssl-images-amazon.com/images/I/515rcadzvyL.jpg,3.39
479,NATURAL,成田美名子,白泉社,LaLa,全11巻,完結済,"1995 〜 2001",https://images-na.ssl-images-amazon.com/images/I/317uvhvCMBL.jpg,3.39
480,とんでもスキルで異世界放浪メシ,,,,,,,,
481,おっとり捜査,小手川ゆあ,集英社,週刊ヤングジャンプ,全10巻,完結済,"1996 〜 2000",https://images-na.ssl-images-amazon.com/images/I/21XQ1E92QAL.jpg,3.38
482,ゾンビ屋れい子,三家本礼,ぶんか社,ホラーM,全11巻,完結済,"1999 〜 2004",https://images-na.ssl-images-amazon.com/images/I/61pcAyIBGzL.jpg,3.38
483,MAMA,池谷理香子,集英社,,全2巻,完結済,"1998 〜 1998",https://images-na.ssl-images-amazon.com/images/I/21F5DXHMG3L.jpg,3.38
484,天体戦士サンレッド,くぼたまこと,スクウェア・エニックス,ヤングガンガン,全20巻,完結済,"2005 〜 2015",https://images-na.ssl-images-amazon.com/images/I/610ZMTAZ88L.jpg,3.38
485,東京都北区赤羽,清野とおる,Bbmfマガジン,ケータイまんが王国,全8巻,完結済,"2009 〜 2012",https://images-na.ssl-images-amazon.com/images/I/51-Yyu65OmL.jpg,3.38
486,アナグラアメリ,佐藤ざくり,集英社,マーガレット,12巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/51ZiSG68MrL.jpg,3.38
487,R2,"梶研吾 樹崎聖",集英社,,全2巻,完結済,"2002 〜 2003",https://images-na.ssl-images-amazon.com/images/I/31F8EKW508L.jpg,3.38
488,博多豚骨ラーメンズ,"木崎ちあき 秋野キサラ 一色箱",スクウェア・エニックス,月刊Gファンタジー,全2巻,完結済,"2017 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51NkUa-DqML.jpg,3.38
489,泥中の蓮,ためこう,祥伝社,,全1巻,完結済,"2016 〜 2016",https://images-na.ssl-images-amazon.com/images/I/519KTG9yPjL.jpg,3.38
490,情熱のアレ,花津ハナヨ,集英社,コーラス,全4巻,完結済,"2010 〜 2011",https://images-na.ssl-images-amazon.com/images/I/51Bw4WQYf3L.jpg,3.38
491,青い花,志村貴子,太田出版,マンガ・エロティクス・エフ,全8巻,完結済,"2005 〜 2013",https://images-na.ssl-images-amazon.com/images/I/41NOK1qSrbL.jpg,3.38
492,エイリアン通り,成田美名子,白泉社,LaLa,全4巻,完結済,"1995 〜 1995",https://images-na.ssl-images-amazon.com/images/I/51gY64JcTTL.jpg,3.37
493,シマシマ,勝戸いづみ,小学館,,全1巻,完結済,"1995 〜 1995",https://images-na.ssl-images-amazon.com/images/I/51Un5IbZ9SL.jpg,3.37
494,長閑の庭,アキヤマ香,講談社,Kiss,全7巻,完結済,"2014 〜 2019",https://images-na.ssl-images-amazon.com/images/I/61sX3ooGB1L.jpg,3.37
495,Doubt!,名香智子,双葉社,,全1巻,完結済,"2002 〜 2002",,3.37
496,いのちの器,上原きみ子,秋田書店,フォアミセス,79巻,連載中,"1994 〜 ",https://images-na.ssl-images-amazon.com/images/I/51XCL-JVojL.jpg,3.37
497,Gold,夢殿りさ,青磁ビブロス,,全1巻,完結済,"1995 〜 1995",,3.37
498,ザ・シェフ,"剣名舞 加藤唯史",日本文芸社,週刊漫画ゴラク,全41巻,完結済,"1985 〜 1994",,3.37
499,プロレススーパースター列伝,"原田久仁信 梶原一騎",小学館,週刊少年サンデー,全17巻,完結済,"1981 〜 1983",https://images-na.ssl-images-amazon.com/images/I/514Q0dgin%2BL.jpg,3.37
500,めしぬま。,あみだむく,徳間書店,ゼノンピクシブ,6巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/61fQ0MW5VpL.jpg,3.37
501,藍より青し,文月晃,白泉社,ヤングアニマル,全17巻,完結済,"1999 〜 2005",https://images-na.ssl-images-amazon.com/images/I/518PDTHVHML.jpg,3.37
502,死がふたりを分かつまで,"たかしげ宙 DOUBLE-S",スクウェア・エニックス,ヤングガンガン,全26巻,完結済,"2005 〜 2016",https://images-na.ssl-images-amazon.com/images/I/51Y73R0ZQZL.jpg,3.37
503,焔の眼,押切蓮介,双葉社,漫画アクション,全6巻,完結済,"2012 〜 2014",https://images-na.ssl-images-amazon.com/images/I/51CfnmCVb0L.jpg,3.37
504,江戸前の旬,"九十九森 さとう輝",日本文芸社,週刊漫画ゴラク,100巻,連載中,"2000 〜 ",https://images-na.ssl-images-amazon.com/images/I/61nj6Q4pP2L.jpg,3.37
505,堀田,山本直樹,太田出版,マンガ・エロティクス・エフ,全4巻,完結済,"2003 〜 2010",https://images-na.ssl-images-amazon.com/images/I/511hLddLmsL.jpg,3.37
506,おもいで金平糖,持田あき,集英社,,4巻,連載中,"2010 〜 ",https://images-na.ssl-images-amazon.com/images/I/61YYZ3SepDL.jpg,3.37
507,ブルーピリオド,山口つばさ,講談社,アフタヌーン,全巻,完結済," 〜 ",,3.36
508,ドンケツ,たーし,少年画報社,"ヤングキング 月刊ヤングキングアワーズGH",28巻,連載中,"2011 〜 ",https://images-na.ssl-images-amazon.com/images/I/51OIiBErCaL.jpg,3.36
509,レプリカ,童夢梨乃,主婦と生活社,,全1巻,完結済,"2000 〜 2000",,3.36
510,今日からヒットマン,むとうひろし,日本文芸社,週刊漫画ゴラク,全31巻,完結済,"2006 〜 2015",https://images-na.ssl-images-amazon.com/images/I/515amXQjAOL.jpg,3.36
511,オハナホロホロ,鳥野しの,祥伝社,,全6巻,完結済,"2010 〜 2014",https://images-na.ssl-images-amazon.com/images/I/41nHYZ14HxL.jpg,3.36
512,ハッピー・マニア,安野モヨコ,祥伝社,,全10巻,完結済,"1996 〜 2000",https://images-na.ssl-images-amazon.com/images/I/51H6570B2YL.jpg,3.36
513,クロカン,三田紀房,日本文芸社,週刊漫画ゴラク,全27巻,完結済,"1997 〜 2003",https://images-na.ssl-images-amazon.com/images/I/51BBy80L0BL.jpg,3.36
514,人間仮免中,卯月妙子,イースト・プレス,,全1巻,完結済,"2012 〜 2012",https://images-na.ssl-images-amazon.com/images/I/41PwwT7y5UL.jpg,3.36
515,SE,此ノ木よしる,白泉社,,全4巻,完結済,"2013 〜 2015",https://images-na.ssl-images-amazon.com/images/I/51XMMtdigQL.jpg,3.36
516,ノア,如月謙一,日本文芸社,,全1巻,完結済,"2012 〜 2012",https://images-na.ssl-images-amazon.com/images/I/51xNfZrdcnL.jpg,3.36
517,坂本龍馬,"横山まさみち 山岡荘八",講談社,,全1巻,完結済,"1991 〜 1991",,3.36
518,死化粧師,三原ミツカズ,祥伝社,"FEEL YOUNG",全7巻,完結済,"2003 〜 2013",https://images-na.ssl-images-amazon.com/images/I/21S08K74KQL.jpg,3.36
519,太平記,横山まさみち,講談社,,全6巻,完結済,"1990 〜 1991",https://images-na.ssl-images-amazon.com/images/I/31B9haD6M2L.jpg,3.36
520,女ともだち,一条ゆかり,集英社,,全3巻,完結済,"1991 〜 1992",https://images-na.ssl-images-amazon.com/images/I/21ABKBEXJVL.jpg,3.36
521,お迎えです。,田中メカ,白泉社,LaLa,6巻,連載中,"1999 〜 ",https://images-na.ssl-images-amazon.com/images/I/51wN-N0GqaL.jpg,3.35
522,キーチ!!,新井英樹,小学館,ビッグコミックスペリオール,全9巻,完結済,"2002 〜 2006",https://images-na.ssl-images-amazon.com/images/I/51t1Dkx82kL.jpg,3.35
523,無能なナナ,"古屋庵 るーすぼーい",スクウェア・エニックス,月刊少年ガンガン,5巻,連載中,"2017 〜 ",https://images-na.ssl-images-amazon.com/images/I/51MaUFmcNyL.jpg,3.35
524,弐十手物語,"小池一夫 神江里見",小学館,週刊ポスト,全110巻,完結済,"1981 〜 2005",https://images-na.ssl-images-amazon.com/images/I/61NhLrASqmL.jpg,3.35
525,編集王,土田世紀,小学館,ビッグコミックスピリッツ,全16巻,完結済,"1994 〜 1997",https://images-na.ssl-images-amazon.com/images/I/51VVGAZLnqL.jpg,3.35
526,異世界食堂,"犬塚惇平 九月タカアキ エナミカツミ",スクウェア・エニックス,ヤングガンガン,全4巻,完結済,"2017 〜 2019",https://images-na.ssl-images-amazon.com/images/I/51w%2BDTmN2dL.jpg,3.35
527,"ゼルダの伝説 トワイライトプリンセス","任天堂 姫川明",小学館,"マンガワン / 裏サンデー",7巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/516dlApUlmL.jpg,3.35
528,サハラ,"小池一夫 平野仁",小池書院,,4巻,連載中,"2011 〜 ",https://images-na.ssl-images-amazon.com/images/I/61GYdb1NhQL.jpg,3.35
529,井上三太,井上三太,イースト・プレス,,全1巻,完結済,"1996 〜 1996",https://images-na.ssl-images-amazon.com/images/I/51VrTwAOTyL.jpg,3.35
530,Helck,七尾ナナキ,小学館,"マンガワン / 裏サンデー",全12巻,完結済,"2014 〜 2018",https://images-na.ssl-images-amazon.com/images/I/51iu%2BAdYqkL.jpg,3.35
531,自殺サークル,古屋兎丸,ワンツーマガジン社,,全1巻,完結済,"2002 〜 2002",,3.35
532,フリージング,"林達永 金光鉉",キルタイムコミュニケーション,コミックヴァルキリー,33巻,連載中,"2007 〜 ",https://images-na.ssl-images-amazon.com/images/I/617twmKN--L.jpg,3.35
533,やるっきゃ騎士,みやすのんき,集英社,月刊少年ジャンプ,全11巻,完結済,"1985 〜 1988",https://images-na.ssl-images-amazon.com/images/I/51sSsz%2B06iL.jpg,3.35
534,白い戦士ヤマト,高橋よしひろ,集英社,月刊少年ジャンプ,全26巻,完結済,"1978 〜 1989",https://images-na.ssl-images-amazon.com/images/I/61iNCYwFueL.jpg,3.35
535,僕らはみんな死んでいる♪,きら,集英社,YOU,全10巻,完結済,"2010 〜 2013",https://images-na.ssl-images-amazon.com/images/I/51fnE06o%2BoL.jpg,3.34
536,オリオン街,山本ルンルン,ジャイブ,,6巻,連載中,"2004 〜 ",https://images-na.ssl-images-amazon.com/images/I/51D6E32VMEL.jpg,3.34
537,ケロケロちゃいむ,藤田まぐろ,集英社,りぼん,全5巻,完結済,"1996 〜 1999",https://images-na.ssl-images-amazon.com/images/I/214AT2Q9AJL.jpg,3.34
538,六道の悪女たち,中村勇志,秋田書店,週刊少年チャンピオン,16巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/51pImLSo4wL.jpg,3.34
539,図書館の主,篠原ウミハル,芳文社,週刊漫画TIMES,全15巻,完結済,"2011 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51QfIw%2BjHiL.jpg,3.34
540,鈴木先生,武富健治,双葉社,漫画アクション,全11巻,完結済,"2006 〜 2011",https://images-na.ssl-images-amazon.com/images/I/41yVYhsHqaL.jpg,3.34
541,いつでもお天気気分,羅川真里茂,白泉社,花とゆめ,全7巻,完結済,"1994 〜 2014",https://images-na.ssl-images-amazon.com/images/I/51AzBn%2BCp8L.jpg,3.34
542,指輪物語,高杉菜穂子,講談社,なかよし,全5巻,完結済,"1987 〜 1990",,3.34
543,ヒノコ,津田雅美,白泉社,LaLa,全8巻,完結済,"2012 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51ixntxwXtL.jpg,3.34
544,セカイの果て,牧野あおい,集英社,りぼん,全4巻,完結済,"2011 〜 2013",https://images-na.ssl-images-amazon.com/images/I/51G60WQXqrL.jpg,3.34
545,アリスと蔵六,今井哲也,徳間書店,月刊COMICリュウ,8巻,連載中,"2013 〜 ",https://images-na.ssl-images-amazon.com/images/I/5143e5-qOCL.jpg,3.34
546,今日のケルベロス,桜井亜都,スクウェア・エニックス,月刊少年ガンガン,全12巻,完結済,"2014 〜 2018",https://images-na.ssl-images-amazon.com/images/I/51zEoQXNbpL.jpg,3.34
547,赤と黒,"スタンダール 里中満智子",世界文化社,,全1巻,完結済,"1995 〜 1995",https://images-na.ssl-images-amazon.com/images/I/51yooSFaBGL.jpg,3.34
548,男水!,木内たつや,白泉社,花とゆめ,8巻,連載中,"2013 〜 ",https://images-na.ssl-images-amazon.com/images/I/51YqWd3BzIL.jpg,3.33
549,お気に召すまま,布浦翼,講談社,,全2巻,完結済,"1992 〜 1992",,3.33
550,血と灰の女王,バコハジメ,小学館,"マンガワン / 裏サンデー",8巻,連載中,"2017 〜 ",https://images-na.ssl-images-amazon.com/images/I/51CE%2BgAAGYL.jpg,3.33
551,プラネット,遠藤淑子,祥伝社,,全3巻,完結済,"2012 〜 2015",https://images-na.ssl-images-amazon.com/images/I/51WYw71sJRL.jpg,3.33
552,青野くんに触りたいから死にたい,椎名うみ,講談社,月刊アフタヌーン,5巻,連載中,"2017 〜 ",https://images-na.ssl-images-amazon.com/images/I/51HUg3EndjL.jpg,3.33
553,宇宙戦艦ティラミス,"伊藤亰 宮川サトシ",新潮社,くらげバンチ,9巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/51ptvsXvdXL.jpg,3.33
554,アマテラス,美内すずえ,角川書店,,全4巻,完結済,"1987 〜 2001",https://images-na.ssl-images-amazon.com/images/I/51WZ7W-UZrL.jpg,3.33
555,桜通信,遊人,小学館,週刊ヤングサンデー,全20巻,完結済,"1995 〜 2000",https://images-na.ssl-images-amazon.com/images/I/21ZAZV6TDXL.jpg,3.33
556,涙雨とセレナーデ,河内遙,講談社,Kiss,5巻,連載中,"2015 〜 ",https://images-na.ssl-images-amazon.com/images/I/61TM8ICmwOL.jpg,3.33
557,LiLy,えびさわまよ,小学館,"マンガワン / 裏サンデー",2巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/61EgchQIYLL.jpg,3.33
558,ヤンデレ彼女,忍,スクウェア・エニックス,月刊ガンガンJOKER,全17巻,完結済,"2009 〜 2015",https://images-na.ssl-images-amazon.com/images/I/51zTkR8-OmL.jpg,3.33
559,翼を持つ者,高屋奈月,白泉社,花とゆめ,全6巻,完結済,"1996 〜 1998",https://images-na.ssl-images-amazon.com/images/I/519G336KP6L.jpg,3.33
560,アリエスの乙女たち,里中満智子,講談社,,全4巻,完結済,"1983 〜 1983",,3.33
561,Pink,岡崎京子,マガジンハウス,,全1巻,完結済,"1989 〜 1989",https://images-na.ssl-images-amazon.com/images/I/51B86WAK64L.jpg,3.33
