id,comic_name,writer_name,publisher,publication_magazine,publish_number,publish_status,duration,img_url,rating
1,花より男子,神尾葉子,集英社,マーガレット,全37巻,完結済,"1992 〜 2008",https://images-na.ssl-images-amazon.com/images/I/515XH2XSM4L.jpg,4.24
2,マギ,大高忍,小学館,週刊少年サンデー,全37巻,完結済,"2009 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51l%2BdZsVseL.jpg,4.23
3,鋼の錬金術師,荒川弘,スクウェア・エニックス,月刊少年ガンガン,全27巻,完結済,"2002 〜 2010",https://images-na.ssl-images-amazon.com/images/I/51XH5CNKT0L.jpg,4.22
4,君に届け,椎名軽穂,集英社,別冊マーガレット,全30巻,完結済,"2006 〜 2018",https://images-na.ssl-images-amazon.com/images/I/41S0EBkkpOL.jpg,4.2
5,アオハライド,咲坂伊緒,集英社,別冊マーガレット,全13巻,完結済,"2011 〜 2015",https://images-na.ssl-images-amazon.com/images/I/51YDPyxEjDL.jpg,4.17
6,弱虫ペダル,渡辺航,秋田書店,週刊少年チャンピオン,63巻,連載中,"2008 〜 ",https://images-na.ssl-images-amazon.com/images/I/61RLrZMKmCL.jpg,4.17
7,宇宙兄弟,小山宙哉,講談社,モーニング,36巻,連載中,"2008 〜 ",https://images-na.ssl-images-amazon.com/images/I/51DrmothWYL.jpg,4.13
8,ちびまる子ちゃん,さくらももこ,集英社,りぼん,全17巻,完結済,"1987 〜 2018",https://images-na.ssl-images-amazon.com/images/I/51jQzEinF8L.jpg,4.11
9,北斗の拳,"武論尊 原哲夫",集英社,週刊少年ジャンプ,全27巻,完結済,"1984 〜 1989",https://images-na.ssl-images-amazon.com/images/I/21TKNDN7BSL.jpg,4.09
10,からかい上手の高木さん,山本崇一朗,小学館,ゲッサン,11巻,連載中,"2014 〜 ",https://images-na.ssl-images-amazon.com/images/I/51g3RhKRFmL.jpg,4.09
11,きょうは会社休みます。,藤村真理,集英社,Cocohana,全13巻,完結済,"2012 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51DD27CQ5JL.jpg,4.07
12,闇金ウシジマくん,真鍋昌平,小学館,ビッグコミックスピリッツ,全46巻,完結済,"2004 〜 2019",https://images-na.ssl-images-amazon.com/images/I/51zW%2BDFxlcL.jpg,4.06
13,天は赤い河のほとり,篠原千絵,小学館,少女コミック(Sho-Comi),全28巻,完結済,"1995 〜 2002",https://images-na.ssl-images-amazon.com/images/I/516YeJfvoeL.jpg,4.05
14,オオカミ少女と黒王子,八田鮎子,集英社,別冊マーガレット,全16巻,完結済,"2011 〜 2016",https://images-na.ssl-images-amazon.com/images/I/51PxgIiL9lL.jpg,4.04
15,センセイ君主,幸田もも子,集英社,別冊マーガレット,全13巻,完結済,"2013 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51WIWBKbh0L.jpg,4.04
16,3月のライオン,羽海野チカ,白泉社,ヤングアニマル,14巻,連載中,"2008 〜 ",https://images-na.ssl-images-amazon.com/images/I/51aMASBzCCL.jpg,4.04
17,金色のガッシュ!!,雷句誠,小学館,週刊少年サンデー,全33巻,完結済,"2001 〜 2008",https://images-na.ssl-images-amazon.com/images/I/51f4KB%2BOH9L.jpg,4.03
18,思い、思われ、ふり、ふられ,咲坂伊緒,集英社,別冊マーガレット,12巻,連載中,"2015 〜 ",https://images-na.ssl-images-amazon.com/images/I/51Mrd0FQh4L.jpg,4.03
19,暁のヨナ,草凪みずほ,白泉社,花とゆめ,30巻,連載中,"2010 〜 ",https://images-na.ssl-images-amazon.com/images/I/51bX-m%2BBLoL.jpg,4.03
20,アイアムアヒーロー,花沢健吾,小学館,ビッグコミックスピリッツ,全22巻,完結済,"2009 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51AHe1XcVsL.jpg,4.02
21,DAYS,安田剛士,講談社,週刊少年マガジン,34巻,連載中,"2013 〜 ",https://images-na.ssl-images-amazon.com/images/I/51AnEZ7x2WL.jpg,4.02
22,虹色デイズ,水野美波,集英社,別冊マーガレット,全16巻,完結済,"2012 〜 2018",https://images-na.ssl-images-amazon.com/images/I/51-eRhDS-tL.jpg,4.01
23,WORST,高橋ヒロシ,秋田書店,月刊少年チャンピオン,全33巻,完結済,"2002 〜 2013",https://images-na.ssl-images-amazon.com/images/I/2133BWCPTRL.jpg,4.0
24,エリアの騎士,"月山可也 伊賀大晃",講談社,週刊少年マガジン,全57巻,完結済,"2006 〜 2017",https://images-na.ssl-images-amazon.com/images/I/511AAEDJV3L.jpg,4.0
25,ろくでなしblues,森田まさのり,集英社,週刊少年ジャンプ,全42巻,完結済,"1989 〜 1997",https://images-na.ssl-images-amazon.com/images/I/21KAHQWCG8L.jpg,4.0
26,ヒカルの碁,"ほったゆみ 小畑健 梅沢由香里",集英社,週刊少年ジャンプ,全23巻,完結済,"1999 〜 2003",https://images-na.ssl-images-amazon.com/images/I/51bGVh04EbL.jpg,4.0
27,賭ケグルイ,"河本ほむら 尚村透",スクウェア・エニックス,月刊ガンガンJOKER,11巻,連載中,"2014 〜 ",https://images-na.ssl-images-amazon.com/images/I/51fbpdS3ApL.jpg,3.99
28,神様はじめました,鈴木ジュリエッタ,白泉社,花とゆめ,全25巻,完結済,"2008 〜 2016",https://images-na.ssl-images-amazon.com/images/I/519w-YER5aL.jpg,3.99
29,転生したらスライムだった件,"川上泰樹 伏瀬 みっつばー",講談社,月刊少年シリウス,12巻,連載中,"2015 〜 ",https://images-na.ssl-images-amazon.com/images/I/513QtCjsqcL.jpg,3.98
30,凪のお暇,コナリミサト,秋田書店,Eleganceイブ,6巻,連載中,"2017 〜 ",https://images-na.ssl-images-amazon.com/images/I/51ZS7z6fUVL.jpg,3.98
31,赤髪の白雪姫,あきづき空太,白泉社,LaLa,21巻,連載中,"2007 〜 ",https://images-na.ssl-images-amazon.com/images/I/516jZmwYM1L.jpg,3.98
32,椿町ロンリープラネット,やまもり三香,集英社,マーガレット,14巻,連載中,"2015 〜 ",,3.97
33,金田一少年の事件簿,"金成陽三郎 さとうふみや",講談社,週刊少年マガジン,全27巻,完結済,"1993 〜 1997",https://images-na.ssl-images-amazon.com/images/I/511GDPN2Q0L.jpg,3.97
34,魔法使いの嫁,ヤマザキコレ,マッグガーデン,"月刊コミックブレイド 月刊コミックガーデン",12巻,連載中,"2014 〜 ",https://images-na.ssl-images-amazon.com/images/I/61ZoJunL%2BRL.jpg,3.97
35,鬼灯の冷徹,江口夏実,講談社,モーニング,29巻,連載中,"2011 〜 ",https://images-na.ssl-images-amazon.com/images/I/51tDV6iO%2BML.jpg,3.97
36,日々蝶々,森下suu,集英社,マーガレット,全12巻,完結済,"2012 〜 2015",https://images-na.ssl-images-amazon.com/images/I/51QJCQf%2BfVL.jpg,3.96
37,なまいきざかり。,ミユキ蜜蜂,白泉社,花とゆめ,17巻,連載中,"2014 〜 ",https://images-na.ssl-images-amazon.com/images/I/513wb-W0%2B7L.jpg,3.96
38,インベスターZ,三田紀房,講談社,モーニング,全21巻,完結済,"2013 〜 2017",https://images-na.ssl-images-amazon.com/images/I/41yWPihM8JL.jpg,3.96
39,フルーツバスケット,伊藤ゆう,講談社,,全1巻,完結済,"1982 〜 1982",https://images-na.ssl-images-amazon.com/images/I/61qP9kzYtLL.jpg,3.95
40,ドラゴン桜,三田紀房,講談社,モーニング,全21巻,完結済,"2003 〜 2007",https://images-na.ssl-images-amazon.com/images/I/51AK59TFG3L.jpg,3.95
41,おやすみプンプン,浅野いにお,小学館,ビッグコミックスピリッツ,全13巻,完結済,"2007 〜 2013",https://images-na.ssl-images-amazon.com/images/I/11PqihiOCIL.jpg,3.94
42,ヒロイン失格,幸田もも子,集英社,別冊マーガレット,全10巻,完結済,"2010 〜 2013",https://images-na.ssl-images-amazon.com/images/I/51H6yWDRfHL.jpg,3.94
43,クレヨンしんちゃん,臼井儀人,双葉社,漫画アクション,全50巻,完結済,"1992 〜 2010",https://images-na.ssl-images-amazon.com/images/I/31PAQDE995L.jpg,3.93
44,この世界の片隅に,こうの史代,双葉社,漫画アクション,全3巻,完結済,"2008 〜 2009",https://images-na.ssl-images-amazon.com/images/I/51aKhpEvCPL.jpg,3.93
45,桜蘭高校ホスト部,葉鳥ビスコ,白泉社,LaLa,全18巻,完結済,"2003 〜 2011",https://images-na.ssl-images-amazon.com/images/I/51GP20JSMWL.jpg,3.93
46,つばさとホタル,春田なな,集英社,りぼん,全11巻,完結済,"2014 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51PLz5T5NRL.jpg,3.93
47,ベルサイユのばら,池田理代子,集英社,マーガレット,14巻,連載中,"1972 〜 ",https://images-na.ssl-images-amazon.com/images/I/51mMo0%2BZV5L.jpg,3.93
48,幸色のワンルーム,はくり,スクウェア・エニックス,,7巻,連載中,"2017 〜 ",https://images-na.ssl-images-amazon.com/images/I/41p87FcnQFL.jpg,3.92
49,シティーハンター,北条司,集英社,週刊少年ジャンプ,全35巻,完結済,"1986 〜 1992",https://images-na.ssl-images-amazon.com/images/I/21Z3J2NNWXL.jpg,3.92
50,夢みる太陽,高野苺,集英社,別冊マーガレット,全10巻,完結済,"2008 〜 2011",https://images-na.ssl-images-amazon.com/images/I/51XKArK%2Bb2L.jpg,3.92
51,土竜の唄,高橋のぼる,小学館,ビッグコミックスピリッツ,64巻,連載中,"2006 〜 ",https://images-na.ssl-images-amazon.com/images/I/4132G66ANDL.jpg,3.91
52,とある魔術の禁書目録,"鎌池和馬 近木野中哉",スクウェア・エニックス,月刊少年ガンガン,22巻,連載中,"2007 〜 ",https://images-na.ssl-images-amazon.com/images/I/51zrF5aZANL.jpg,3.91
53,ダメな私に恋してください,中原アヤ,集英社,YOU,全10巻,完結済,"2013 〜 2016",https://images-na.ssl-images-amazon.com/images/I/51CiDgvSpyL.jpg,3.91
54,ハチミツとクローバー,羽海野チカ,集英社,"ヤングユー コーラス",全10巻,完結済,"2002 〜 2006",https://images-na.ssl-images-amazon.com/images/I/5189YBH07NL.jpg,3.9
55,めぞん一刻,高橋留美子,小学館,ビッグコミックスピリッツ,全15巻,完結済,"1982 〜 1987",https://images-na.ssl-images-amazon.com/images/I/317DS374VJL.jpg,3.9
56,美少女戦士セーラームーン,武内直子,講談社,なかよし,全18巻,完結済,"1992 〜 1997",https://images-na.ssl-images-amazon.com/images/I/21M50CPVN9L.jpg,3.9
57,ハッピーシュガーライフ,鍵空とみやき,スクウェア・エニックス,月刊ガンガンJOKER,全10巻,完結済,"2015 〜 2019",https://images-na.ssl-images-amazon.com/images/I/61cqCdErSVL.jpg,3.89
58,火の鳥,手塚治虫,角川書店,"漫画少年 少女クラブ COM マンガ少年 野性時代",全12巻,完結済,"1986 〜 1990",https://images-na.ssl-images-amazon.com/images/I/41pomdET9EL.jpg,3.89
59,学園アリス,樋口橘,白泉社,花とゆめ,全31巻,完結済,"2003 〜 2013",https://images-na.ssl-images-amazon.com/images/I/51R2MEBRZEL.jpg,3.89
60,王様ゲーム,Sachiyo,集英社,,全2巻,完結済,"2002 〜 2003",https://images-na.ssl-images-amazon.com/images/I/21MRY4M4QEL.jpg,3.89
61,リアルアカウント,"渡辺静 オクショウ",講談社,"週刊少年マガジン 別冊少年マガジン",23巻,連載中,"2014 〜 ",https://images-na.ssl-images-amazon.com/images/I/513XMIDLH%2BL.jpg,3.89
62,ばらかもん,ヨシノサツキ,スクウェア・エニックス,"ガンガンパワード ガンガンONLINE 月刊少年ガンガン",全18巻,完結済,"2009 〜 2018",https://images-na.ssl-images-amazon.com/images/I/51Dj7npaA6L.jpg,3.89
63,青空エール,河原和音,集英社,別冊マーガレット,全19巻,完結済,"2008 〜 2016",https://images-na.ssl-images-amazon.com/images/I/51oWR1BraIL.jpg,3.88
64,覆面系ノイズ,福山リョウコ,白泉社,花とゆめ,全18巻,完結済,"2013 〜 2019",https://images-na.ssl-images-amazon.com/images/I/51FvpPq8X7L.jpg,3.88
65,あなたのことはそれほど,いくえみ綾,祥伝社,"FEEL YOUNG",全6巻,完結済,"2012 〜 2017",https://images-na.ssl-images-amazon.com/images/I/41K-b1-m-qL.jpg,3.87
66,スキップ・ビート!,仲村佳樹,白泉社,花とゆめ,44巻,連載中,"2002 〜 ",https://images-na.ssl-images-amazon.com/images/I/51AAlMXwohL.jpg,3.87
67,アオアシ,"小林有吾 上野直彦",小学館,ビッグコミックスピリッツ,17巻,連載中,"2015 〜 ",https://images-na.ssl-images-amazon.com/images/I/6161hZ7XohL.jpg,3.87
68,学園ベビーシッターズ,時計野はり,白泉社,LaLa,19巻,連載中,"2010 〜 ",https://images-na.ssl-images-amazon.com/images/I/312Uepl5JpL.jpg,3.87
69,蒼天の拳,"原哲夫 武論尊",新潮社,週刊コミックバンチ,全22巻,完結済,"2001 〜 2010",https://images-na.ssl-images-amazon.com/images/I/61WF79MPCDL.jpg,3.87
70,高校デビュー,河原和音,集英社,別冊マーガレット,全15巻,完結済,"2004 〜 2013",https://images-na.ssl-images-amazon.com/images/I/31DKMPFDVYL.jpg,3.87
71,あそびあそばせ,涼川りん,白泉社,"ヤングアニマルDensi / マンガPark",8巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/51tjCaGjloL.jpg,3.86
72,逃げるは恥だが役に立つ,海野つなみ,講談社,Kiss,10巻,連載中,"2013 〜 ",https://images-na.ssl-images-amazon.com/images/I/51umTc8X75L.jpg,3.86
73,ひよ恋,雪丸もえ,集英社,りぼん,全14巻,完結済,"2010 〜 2015",https://images-na.ssl-images-amazon.com/images/I/41EdhsAhENL.jpg,3.86
74,神の雫,"オキモト シュウ 亜樹直",講談社,モーニング,全44巻,完結済,"2005 〜 2014",https://images-na.ssl-images-amazon.com/images/I/51Fhk%2BmA4VL.jpg,3.86
75,ロトの紋章,"藤原カムイ 川又千秋",エニックス,月刊少年ガンガン,全21巻,完結済,"1991 〜 1997",https://images-na.ssl-images-amazon.com/images/I/61FJeWU2IvL.jpg,3.86
76,花ざかりの君たちへ,中条比紗也,白泉社,花とゆめ,全23巻,完結済,"1997 〜 2004",https://images-na.ssl-images-amazon.com/images/I/51M7PRFKHWL.jpg,3.86
77,ヴァンパイア騎士,樋野まつり,白泉社,LaLa,全19巻,完結済,"2005 〜 2013",https://images-na.ssl-images-amazon.com/images/I/51F09SMHFFL.jpg,3.86
78,5時から9時まで,JUN,ソニー・マガジンズ,,全1巻,完結済,"1999 〜 1999",,3.85
79,妖狐×僕SS,藤原ここあ,スクウェア・エニックス,月刊ガンガンJOKER,全11巻,完結済,"2010 〜 2014",https://images-na.ssl-images-amazon.com/images/I/51b3qtM-gBL.jpg,3.85
80,狼陛下の花嫁,可歌まと,白泉社,LaLa,全19巻,完結済,"2009 〜 2018",https://images-na.ssl-images-amazon.com/images/I/51jFkbzxlfL.jpg,3.85
81,黒伯爵は星を愛でる,音久無,白泉社,花とゆめ,全12巻,完結済,"2014 〜 2018",https://images-na.ssl-images-amazon.com/images/I/511xLNRxUTL.jpg,3.85
82,ReLIFE,夜宵草,泰文堂,comico,13巻,連載中,"2014 〜 ",https://images-na.ssl-images-amazon.com/images/I/51qmDxACE%2BL.jpg,3.84
83,曇天に笑う,唐々煙,マッグガーデン,,全6巻,完結済,"2011 〜 2013",https://images-na.ssl-images-amazon.com/images/I/5151LArh4EL.jpg,3.84
84,バトルスタディーズ,なきぼくろ,講談社,モーニング,20巻,連載中,"2015 〜 ",https://images-na.ssl-images-amazon.com/images/I/51fV9dxznYL.jpg,3.83
85,ブッダ,手塚治虫,講談社,,全14巻,完結済,"1983 〜 1984",https://images-na.ssl-images-amazon.com/images/I/21NQPDYAN6L.jpg,3.83
86,会長はメイド様!,藤原ヒロ,白泉社,LaLa,全18巻,完結済,"2006 〜 2014",https://images-na.ssl-images-amazon.com/images/I/51WJGYVJJ9L.jpg,3.83
87,サラリーマン金太郎,本宮ひろ志,集英社,週刊ヤングジャンプ,全30巻,完結済,"1994 〜 2002",https://images-na.ssl-images-amazon.com/images/I/5115KJ6X2PL.jpg,3.83
88,ハニーレモンソーダ,村田真優,集英社,りぼん,11巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/51hfJN-rj1L.jpg,3.83
89,君の膵臓をたべたい,"桐原いづみ 住野よる",双葉社,月刊アクション,全2巻,完結済,"2017 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51qfM1OMH6L.jpg,3.82
90,ゆるキャン△,あfろ,芳文社,まんがタイムきららフォワード,8巻,連載中,"2015 〜 ",https://images-na.ssl-images-amazon.com/images/I/51UVoOjB7XL.jpg,3.82
91,BTOOOM!,井上淳哉,新潮社,月刊コミック@バンチ,全26巻,完結済,"2009 〜 2018",https://images-na.ssl-images-amazon.com/images/I/51T7G197mhL.jpg,3.82
92,アシガール,森本梢子,集英社,Cocohana,13巻,連載中,"2012 〜 ",https://images-na.ssl-images-amazon.com/images/I/51Ql%2BWbE6eL.jpg,3.81
93,高嶺と花,師走ゆき,白泉社,花とゆめ,15巻,連載中,"2015 〜 ",https://images-na.ssl-images-amazon.com/images/I/51kSvMbBc7L.jpg,3.81
94,ポプテピピック,大川ぶくぶ,竹書房,まんがライフWIN,3巻,連載中,"2015 〜 ",https://images-na.ssl-images-amazon.com/images/I/51W%2BMSBoXkL.jpg,3.81
95,いつかティファニーで朝食を,マキヒロチ,新潮社,月刊コミック@バンチ,14巻,連載中,"2012 〜 ",https://images-na.ssl-images-amazon.com/images/I/51wpymHZ3uL.jpg,3.81
96,シンデレラ,"村崎百郎 森園みるく",双葉社,,全1巻,完結済,"2002 〜 2002",,3.8
97,彼氏彼女の事情,津田雅美,白泉社,LaLa,全21巻,完結済,"1996 〜 2005",https://images-na.ssl-images-amazon.com/images/I/51QWB30CRXL.jpg,3.8
98,ホットギミック,相原実貴,小学館,ベツコミ,全12巻,完結済,"2001 〜 2005",https://images-na.ssl-images-amazon.com/images/I/314E880DRKL.jpg,3.79
99,喰う寝るふたり住むふたり,日暮キノコ,徳間書店,コミックゼノン,全5巻,完結済,"2012 〜 2015",https://images-na.ssl-images-amazon.com/images/I/517JSU5oNwL.jpg,3.79
100,神風怪盗ジャンヌ,種村有菜,集英社,りぼん,全7巻,完結済,"1998 〜 2000",https://images-na.ssl-images-amazon.com/images/I/51HFKZYKN6L.jpg,3.79
101,キスよりも早く,田中メカ,白泉社,,全12巻,完結済,"2007 〜 2012",https://images-na.ssl-images-amazon.com/images/I/51KJN0fOv6L.jpg,3.79
102,僕に花のメランコリー,小森みっこ,集英社,マーガレット,12巻,連載中,"2015 〜 ",https://images-na.ssl-images-amazon.com/images/I/51L6vyRzr8L.jpg,3.79
103,ヴァンパイア,,ホビージャパン,,全1巻,完結済,"1995 〜 1995",https://images-na.ssl-images-amazon.com/images/I/51L6TOoDbPL.jpg,3.79
104,絶叫学級,いしかわえみ,集英社,りぼん,全20巻,完結済,"2009 〜 2015",https://images-na.ssl-images-amazon.com/images/I/51YnX3pDKvL.jpg,3.79
105,赤ちゃんと僕,羅川真里茂,白泉社,花とゆめ,全18巻,完結済,"1992 〜 1997",https://images-na.ssl-images-amazon.com/images/I/51kYZ6HqtIL.jpg,3.79
106,源氏物語,牧美也子,小学館,,全10巻,完結済,"1988 〜 1990",,3.78
107,恋愛カタログ,永田正実,集英社,別冊マーガレット,全34巻,完結済,"1995 〜 2007",https://images-na.ssl-images-amazon.com/images/I/51DY6GC5P3L.jpg,3.78
108,囚人リク,瀬口忍,秋田書店,週刊少年チャンピオン,全38巻,完結済,"2011 〜 2018",https://images-na.ssl-images-amazon.com/images/I/51Zr-O5by5L.jpg,3.78
109,モブサイコ100,ONE,小学館,"マンガワン / 裏サンデー",全16巻,完結済,"2012 〜 2018",https://images-na.ssl-images-amazon.com/images/I/617SXLRa0gL.jpg,3.78
110,メイドインアビス,つくしあきひと,竹書房,WEBコミックガンマ,8巻,連載中,"2013 〜 ",https://images-na.ssl-images-amazon.com/images/I/61P-%2Bkvs7IL.jpg,3.78
111,有閑倶楽部,一条ゆかり,集英社,りぼん,全19巻,完結済,"1982 〜 2002",https://images-na.ssl-images-amazon.com/images/I/516KSAgEIZL.jpg,3.78
112,ナニワ金融道,青木雄二,講談社,モーニング,全19巻,完結済,"1991 〜 1997",https://images-na.ssl-images-amazon.com/images/I/61kum6oCmsL.jpg,3.78
113,コレットは死ぬことにした,幸村アルト,白泉社,花とゆめ,14巻,連載中,"2014 〜 ",https://images-na.ssl-images-amazon.com/images/I/51GTSjnoZLL.jpg,3.78
114,ラブコメ,"森田富士 松久淳 田中渉",小学館,,全1巻,完結済,"2010 〜 2010",https://images-na.ssl-images-amazon.com/images/I/51O3um5k%2BPL.jpg,3.78
115,ぼくの地球を守って,日渡早紀,白泉社,花とゆめ,全21巻,完結済,"1987 〜 1994",https://images-na.ssl-images-amazon.com/images/I/31%2BLu272U4L.jpg,3.77
116,死役所,あずみきし,新潮社,月刊コミック@バンチ,14巻,連載中,"2014 〜 ",https://images-na.ssl-images-amazon.com/images/I/51-ZZ2q0-mL.jpg,3.77
117,それでも世界は美しい,椎名橙,白泉社,花とゆめ,23巻,連載中,"2011 〜 ",https://images-na.ssl-images-amazon.com/images/I/51rzo8eOvbL.jpg,3.77
118,いつもポケットにショパン,くらもちふさこ,集英社,,全3巻,完結済,"1995 〜 1995",https://images-na.ssl-images-amazon.com/images/I/21ZD3GHM5GL.jpg,3.76
119,自殺島,森恒二,白泉社,ヤングアニマル,全17巻,完結済,"2009 〜 2016",https://images-na.ssl-images-amazon.com/images/I/51Smy7gAuNL.jpg,3.76
120,きらめきのライオンボーイ,槙ようこ,集英社,りぼん,10巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/41gZ7kwBvrL.jpg,3.76
121,"ANGEL VOICE",古谷野孝雄,秋田書店,週刊少年チャンピオン,全40巻,完結済,"2007 〜 2014",https://images-na.ssl-images-amazon.com/images/I/51dPRiANTNL.jpg,3.76
122,ハカイジュウ,本田真吾,秋田書店,月刊少年チャンピオン,全21巻,完結済,"2010 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51yHxfvc9eL.jpg,3.76
123,恋空,"美嘉 羽田伊吹",双葉社,,3巻,連載中,"2007 〜 ",https://images-na.ssl-images-amazon.com/images/I/41SsU9%2BaeKL.jpg,3.75
124,ブラック・ジャック,手塚治虫,秋田書店,週刊少年チャンピオン,全25巻,完結済,"1974 〜 1995",https://images-na.ssl-images-amazon.com/images/I/51WZ3KZQ2DL.jpg,3.75
125,ポケットモンスター,穴久保幸作,小学館,月刊コロコロコミック,全14巻,完結済,"1996 〜 2003",https://images-na.ssl-images-amazon.com/images/I/312X4ZK517L.jpg,3.75
126,ふたりエッチ,"克 亜樹",白泉社,ヤングアニマル,79巻,連載中,"1997 〜 ",https://images-na.ssl-images-amazon.com/images/I/51MCD212Z3L.jpg,3.75
127,ラストゲーム,天乃忍,白泉社,LaLa,全11巻,完結済,"2012 〜 2016",https://images-na.ssl-images-amazon.com/images/I/51TmoxDGA0L.jpg,3.75
128,BEASTARS,板垣巴留,秋田書店,週刊少年チャンピオン,15巻,連載中,"2017 〜 ",https://images-na.ssl-images-amazon.com/images/I/51aUGjcYiaL.jpg,3.75
129,きみが心に棲みついた,天堂きりん,講談社,,全3巻,完結済,"2012 〜 2013",https://images-na.ssl-images-amazon.com/images/I/51VwRMq-SVL.jpg,3.75
130,紅茶王子,山田南平,白泉社,花とゆめ,全25巻,完結済,"1997 〜 2004",https://images-na.ssl-images-amazon.com/images/I/510RV1ARNTL.jpg,3.74
131,マンガで分かる心療内科,"ゆうきゆう ソウ",少年画報社,ヤングキング,17巻,連載中,"2010 〜 ",https://images-na.ssl-images-amazon.com/images/I/51eFdYAIh6L.jpg,3.74
132,"LOVE SO LIFE",こうち楓,白泉社,花とゆめ,全17巻,完結済,"2009 〜 2015",https://images-na.ssl-images-amazon.com/images/I/51aIP6-5nLL.jpg,3.74
133,潔く柔く,いくえみ綾,集英社,Cookie,全13巻,完結済,"2004 〜 2010",https://images-na.ssl-images-amazon.com/images/I/51gXD-mazeL.jpg,3.74
134,ケンガンアシュラ,"だろめおん サンドロビッチヤバ子",小学館,"マンガワン / 裏サンデー",全27巻,完結済,"2012 〜 2019",https://images-na.ssl-images-amazon.com/images/I/51jDgXXDf-L.jpg,3.74
135,町田くんの世界,安藤ゆき,集英社,別冊マーガレット,全7巻,完結済,"2015 〜 2018",https://images-na.ssl-images-amazon.com/images/I/51jNw-4NQaL.jpg,3.74
136,出会って5秒でバトル,"みやこかしわ はらわたさいぞう",小学館,"マンガワン / 裏サンデー",12巻,連載中,"2016 〜 ",https://images-na.ssl-images-amazon.com/images/I/51UsHcRtl6L.jpg,3.74
137,かくかくしかじか,東村アキコ,集英社,Cocohana,全5巻,完結済,"2012 〜 2015",https://images-na.ssl-images-amazon.com/images/I/51-rrDqsHaL.jpg,3.74
138,兄友,赤瓦もどむ,白泉社,花とゆめ,全10巻,完結済,"2015 〜 2018",https://images-na.ssl-images-amazon.com/images/I/51lGduFbqbL.jpg,3.74
139,アカメが斬る!,"田代哲也 タカヒロ",スクウェア・エニックス,月刊ガンガンJOKER,全15巻,完結済,"2010 〜 2017",https://images-na.ssl-images-amazon.com/images/I/51rHSkUjYeL.jpg,3.74
140,賭博堕天録カイジ,福本伸行,講談社,週刊ヤングマガジン,全13巻,完結済,"2004 〜 2008",https://images-na.ssl-images-amazon.com/images/I/31RV0MNVDCL.jpg,3.74
141,この音とまれ!,アミュー,集英社,ジャンプスクエア,21巻,連載中,"2012 〜 ",https://images-na.ssl-images-amazon.com/images/I/51eq5YplepL.jpg,3.74
142,ミナミの帝王,"天王寺大 郷力也",日本文芸社,週刊漫画ゴラク,154巻,連載中,"1992 〜 ",https://images-na.ssl-images-amazon.com/images/I/516VMJH058L.jpg,3.74
143,ザ・ファブル,南勝久,講談社,週刊ヤングマガジン,19巻,連載中,"2015 〜 ",https://images-na.ssl-images-amazon.com/images/I/51E0OnDWSoL.jpg,3.74
144,エンゼルバンク,三田紀房,講談社,モーニング,全14巻,完結済,"2008 〜 2010",https://images-na.ssl-images-amazon.com/images/I/51ioiaNDKcL.jpg,3.73
145,うさぎドロップ,宇仁田ゆみ,祥伝社,"FEEL YOUNG",全10巻,完結済,"2006 〜 2012",https://images-na.ssl-images-amazon.com/images/I/41ZNIKIVErL.jpg,3.73
146,またあした,町屋はとこ,リブレ出版,,全1巻,完結済,"2006 〜 2006",https://images-na.ssl-images-amazon.com/images/I/51ZUa8q-7zL.jpg,3.73
147,俺様ティーチャー,椿いづみ,白泉社,花とゆめ,27巻,連載中,"2008 〜 ",https://images-na.ssl-images-amazon.com/images/I/51CSKg-4mfL.jpg,3.73
148,ポケットモンスターSPECIAL,"日下秀憲 真斗 山本サトシ",小学館,"コロコロイチバン! 小学館の学年別学習雑誌",53巻,連載中,"1997 〜 ",https://images-na.ssl-images-amazon.com/images/I/51353Y9D8KL.jpg,3.73
149,ダンジョンに出会いを求めるのは間違っているだろうか,"大森藤ノ 九二枝 ヤスダスズヒト",スクウェア・エニックス,ヤングガンガン,10巻,連載中,"2013 〜 ",https://images-na.ssl-images-amazon.com/images/I/513RDUwbRCL.jpg,3.73
150,無邪気の楽園,雨蘭,白泉社,ヤングアニマル嵐,全12巻,完結済,"2012 〜 2017",,3.73
151,liar,"袴田十莉 もぁらす",双葉社,マンガボックス,7巻,連載中,"2017 〜 ",https://images-na.ssl-images-amazon.com/images/I/41KXNIpjQhL.jpg,3.72
152,ホタルノヒカリ,ひうらさとる,講談社,Kiss,全15巻,完結済,"2005 〜 2009",https://images-na.ssl-images-amazon.com/images/I/41Y77TEN4QL.jpg,3.72
153,煉獄に笑う,唐々煙,マッグガーデン,月刊コミックガーデン,10巻,連載中,"2014 〜 ",https://images-na.ssl-images-amazon.com/images/I/617wO3w0MML.jpg,3.72
